OBJECTID,src_SA2_MAIN16,nbr_SA2_MAIN16,src_SA2_5DIG16,nbr_SA2_5DIG16,src_SA2_NAME16,nbr_SA2_NAME16,LENGTH,NODE_COUNT
2994,303021059,303051076,31059,31076,Yeronga,Rocklea - Acacia Ridge,4.115626803573872,0
2995,303021059,304031092,31059,31092,Yeronga,Chelmer - Graceville,0.886964653064387,0
2996,303021059,304031095,31059,31095,Yeronga,Sherwood,0.892781842784834,0
2997,303031060,303031061,31060,31061,Eight Mile Plains,Macgregor (Qld),1.502040334091144,0
2998,303031060,303031064,31060,31064,Eight Mile Plains,Rochedale - Burbank,4.418050341085351,0
2999,303031060,303031065,31060,31065,Eight Mile Plains,Upper Mount Gravatt,0.317263514392089,0
3000,303031060,303031066,31060,31066,Eight Mile Plains,Wishart,2.428829011854140,0
3001,303031060,303061077,31060,31077,Eight Mile Plains,Kuraby,1.106035091456618,0
3002,303031060,303061078,31060,31078,Eight Mile Plains,Runcorn,3.418528215620626,0
3003,303031060,303061079,31060,31079,Eight Mile Plains,Sunnybank,1.004656890436553,0
3004,303031060,311061332,31060,31332,Eight Mile Plains,Rochedale South - Priestdale,0.000000000000000,1
3005,303031060,311061335,31060,31335,Eight Mile Plains,Underwood,0.596630198970357,0
3006,303031061,303031065,31061,31065,Macgregor (Qld),Upper Mount Gravatt,2.795045176526537,0
3007,303031061,303041069,31061,31069,Macgregor (Qld),Robertson,1.244855228311163,0
3008,303031061,303041070,31061,31070,Macgregor (Qld),Salisbury - Nathan,1.091937319124167,0
3009,303031061,303061079,31061,31079,Macgregor (Qld),Sunnybank,1.333706010278587,0
3010,303031062,303031063,31062,31063,Mansfield (Qld),Mount Gravatt,2.994629922438353,0
3011,303031062,303031064,31062,31064,Mansfield (Qld),Rochedale - Burbank,1.070924217515928,0
3012,303031062,303031065,31062,31065,Mansfield (Qld),Upper Mount Gravatt,0.000000000000000,1
3013,303031062,303031066,31062,31066,Mansfield (Qld),Wishart,2.834722412624364,0
3014,303031063,303031065,31063,31065,Mount Gravatt,Upper Mount Gravatt,3.958506213762356,0
3015,303031063,303031066,31063,31066,Mount Gravatt,Wishart,0.000000000000000,1
3016,303031063,303041070,31063,31070,Mount Gravatt,Salisbury - Nathan,1.118184946642455,0
3017,303031063,303041071,31063,31071,Mount Gravatt,Tarragindi,0.000000000000000,1
3018,303031064,303031066,31064,31066,Rochedale - Burbank,Wishart,2.983045300066149,0
3019,303031064,311061332,31064,31332,Rochedale - Burbank,Rochedale South - Priestdale,8.745040460941395,0
3020,303031064,311061335,31064,31335,Rochedale - Burbank,Underwood,0.000000000000000,1
3021,303031065,303031066,31065,31066,Upper Mount Gravatt,Wishart,2.814990657260247,0
3022,303031065,303041070,31065,31070,Upper Mount Gravatt,Salisbury - Nathan,0.693350499791476,0
3023,303041067,303041069,31067,31069,Coopers Plains,Robertson,1.235479329314146,0
3024,303041067,303041070,31067,31070,Coopers Plains,Salisbury - Nathan,3.095052922182047,0
3025,303041067,303051076,31067,31076,Coopers Plains,Rocklea - Acacia Ridge,3.542795335049046,0
3026,303041067,303061079,31067,31079,Coopers Plains,Sunnybank,1.895157351620223,0
3027,303041068,303041070,31068,31070,Moorooka,Salisbury - Nathan,3.426934048994494,0
3028,303041068,303041071,31068,31071,Moorooka,Tarragindi,2.190363758228004,0
3029,303041068,303051076,31068,31076,Moorooka,Rocklea - Acacia Ridge,1.324713195320000,0
3030,303041069,303041070,31069,31070,Robertson,Salisbury - Nathan,1.728335728541125,0
3031,303041069,303061079,31069,31079,Robertson,Sunnybank,1.744182731314977,0
3032,303041070,303041071,31070,31071,Salisbury - Nathan,Tarragindi,2.482110573844130,0
3033,303041070,303051076,31070,31076,Salisbury - Nathan,Rocklea - Acacia Ridge,1.438419870703484,0
3034,303051072,303051073,31072,31073,Algester,Calamvale - Stretton,3.124424076691019,0
3035,303051072,303051074,31072,31074,Algester,Pallara - Willawong,3.805724180757706,0
3036,303051072,303051075,31072,31075,Algester,Parkinson - Drewvale,1.133363349651267,0
3037,303051072,303051076,31072,31076,Algester,Rocklea - Acacia Ridge,1.316956806611457,0
3038,303051072,303061080,31072,31080,Algester,Sunnybank Hills,0.665888815233593,0
3039,303051073,303051075,31073,31075,Calamvale - Stretton,Parkinson - Drewvale,6.398261149848707,0
3040,303051073,303061077,31073,31077,Calamvale - Stretton,Kuraby,1.928507320048849,0
3041,303051073,303061078,31073,31078,Calamvale - Stretton,Runcorn,1.830557301295882,0
3042,303051073,303061080,31073,31080,Calamvale - Stretton,Sunnybank Hills,2.434267802549195,0
3043,303051073,311031312,31073,31312,Calamvale - Stretton,Browns Plains,0.173087229282768,0
3044,303051073,311061331,31073,31331,Calamvale - Stretton,Logan Central,4.182280478022058,0
3045,303051073,311061336,31073,31336,Calamvale - Stretton,Woodridge,4.436681565859563,0
3046,303051074,303051075,31074,31075,Pallara - Willawong,Parkinson - Drewvale,3.807947148380519,0
3047,303051074,303051076,31074,31076,Pallara - Willawong,Rocklea - Acacia Ridge,8.458942450008349,0
3048,303051074,310011272,31074,31272,Pallara - Willawong,Durack,6.518844373651476,0
3049,303051074,310011273,31074,31273,Pallara - Willawong,Forest Lake - Doolandella,6.770634362741214,0
3050,303051074,310011275,31074,31275,Pallara - Willawong,Oxley (Qld),0.857660655073453,0
3051,303051074,311031315,31074,31315,Pallara - Willawong,Greenbank Military Camp,1.947592324600996,0
3052,303051074,311031316,31074,31316,Pallara - Willawong,Hillcrest,4.116283994660272,0
3053,303051075,311031312,31075,31312,Parkinson - Drewvale,Browns Plains,4.001148034732434,0
3054,303051075,311031316,31075,31316,Parkinson - Drewvale,Hillcrest,2.072260507226461,0
3055,303051076,303061079,31076,31079,Rocklea - Acacia Ridge,Sunnybank,0.285974982211227,0
3056,303051076,303061080,31076,31080,Rocklea - Acacia Ridge,Sunnybank Hills,3.919694606933544,0
3057,303051076,304031093,31076,31093,Rocklea - Acacia Ridge,Corinda,5.247102735160872,0
3058,303051076,304031095,31076,31095,Rocklea - Acacia Ridge,Sherwood,0.243208051396735,0
3059,303051076,310011275,31076,31275,Rocklea - Acacia Ridge,Oxley (Qld),6.024811007471255,0
3060,303061077,303061078,31077,31078,Kuraby,Runcorn,3.948641659244829,0
3061,303061077,311061335,31077,31335,Kuraby,Underwood,2.820150129740628,0
3062,303061077,311061336,31077,31336,Kuraby,Woodridge,0.713934716385168,0
3063,303061078,303061079,31078,31079,Runcorn,Sunnybank,2.145079559342937,0
3064,303061078,303061080,31078,31080,Runcorn,Sunnybank Hills,2.422127147331159,0
3065,303061079,303061080,31079,31080,Sunnybank,Sunnybank Hills,3.247463045708361,0
3066,304011081,304011082,31081,31082,Jindalee - Mount Ommaney,Middle Park - Jamboree Heights,2.698041980091843,0
3067,304011081,304011084,31081,31084,Jindalee - Mount Ommaney,Seventeen Mile Rocks - Sinnamon Park,2.799983491129035,0
3068,304011081,304011085,31081,31085,Jindalee - Mount Ommaney,Westlake,1.160924701974953,0
3069,304011082,304011083,31082,31083,Middle Park - Jamboree Heights,Riverhills,1.494748695107336,0
3070,304011082,304011084,31082,31084,Middle Park - Jamboree Heights,Seventeen Mile Rocks - Sinnamon Park,0.787340141183205,0
3071,304011082,304011085,31082,31085,Middle Park - Jamboree Heights,Westlake,1.494917881215182,0
3072,304011082,310011271,31082,31271,Middle Park - Jamboree Heights,Darra - Sumner,2.009536344901848,0
3073,304011083,304011085,31083,31085,Riverhills,Westlake,0.908521574668308,0
3074,304011083,310011271,31083,31271,Riverhills,Darra - Sumner,0.735916311388447,0
3075,304011083,310011276,31083,31276,Riverhills,Wacol,2.762097914893256,0
3076,304011084,310011271,31084,31271,Seventeen Mile Rocks - Sinnamon Park,Darra - Sumner,2.932560609525672,0
3077,304011084,310011275,31084,31275,Seventeen Mile Rocks - Sinnamon Park,Oxley (Qld),1.313153386505363,0
3078,304021086,304021091,31086,31091,Bellbowrie - Moggill,Pinjarra Hills - Pullenvale,9.123064207153293,0
3079,304021086,310031289,31086,31289,Bellbowrie - Moggill,Karalee - Barellan Point,1.996235498518259,0
3080,304021086,310031295,31086,31295,Bellbowrie - Moggill,Riverview,2.006997134758354,0
3081,304021086,310041299,31086,31299,Bellbowrie - Moggill,Collingwood Park - Redbank,4.718171174307077,0
3082,304021086,310041300,31086,31300,Bellbowrie - Moggill,Goodna,0.084807156653366,0
3083,304021087,304021088,31087,31088,Brookfield - Kenmore Hills,Chapel Hill,3.575589552026237,0
3084,304021087,304021090,31087,31090,Brookfield - Kenmore Hills,Kenmore,5.933761821229170,0
3085,304021087,304021091,31087,31091,Brookfield - Kenmore Hills,Pinjarra Hills - Pullenvale,13.073255788683161,0
3086,304021087,304041099,31087,31099,Brookfield - Kenmore Hills,Enoggera Reservoir,12.326713006959992,0
3087,304021087,304041102,31087,31102,Brookfield - Kenmore Hills,Mount Coot-tha,5.822701129750885,0
3088,304021087,304041103,31087,31103,Brookfield - Kenmore Hills,The Gap,0.333142204981229,0
3089,304021087,310021279,31087,31279,Brookfield - Kenmore Hills,Lake Manchester - England Creek,5.379225753413818,0
3090,304021087,310031290,31087,31290,Brookfield - Kenmore Hills,Karana Downs,3.507657825285951,0
3091,304021088,304021089,31088,31089,Chapel Hill,Fig Tree Pocket,0.000000000000000,1
3092,304021088,304021090,31088,31090,Chapel Hill,Kenmore,2.834221724982269,0
3093,304021088,304031094,31088,31094,Chapel Hill,Indooroopilly,3.178254464640427,0
3094,304021088,304041102,31088,31102,Chapel Hill,Mount Coot-tha,4.721279132304188,0
3095,304021089,304021090,31089,31090,Fig Tree Pocket,Kenmore,1.537731864714078,0
3096,304021089,304031094,31089,31094,Fig Tree Pocket,Indooroopilly,1.775567889206011,0
3097,304021090,304021091,31090,31091,Kenmore,Pinjarra Hills - Pullenvale,1.515059837932185,0
3098,304021090,304031094,31090,31094,Kenmore,Indooroopilly,0.000000000000000,1
3099,304021091,310031289,31091,31289,Pinjarra Hills - Pullenvale,Karalee - Barellan Point,4.046194504037075,0
3100,304021091,310031290,31091,31290,Pinjarra Hills - Pullenvale,Karana Downs,6.089846640159311,0
3101,304031092,304031095,31092,31095,Chelmer - Graceville,Sherwood,2.231476960798227,0
3102,304031093,304031095,31093,31095,Corinda,Sherwood,2.462567531533374,0
3103,304031093,310011275,31093,31275,Corinda,Oxley (Qld),2.920406024200688,0
3104,304031094,304031096,31094,31096,Indooroopilly,St Lucia,1.313223531052826,0
3105,304031094,304031097,31094,31097,Indooroopilly,Taringa,4.038344149984884,0
3106,304031094,304041102,31094,31102,Indooroopilly,Mount Coot-tha,1.292990439860032,0
3107,304031096,304031097,31096,31097,St Lucia,Taringa,1.628044881874654,0
3108,304031097,304041102,31097,31102,Taringa,Mount Coot-tha,1.084488782067864,0
3109,304031097,305041137,31097,31137,Taringa,Toowong,3.347418668037732,0
3110,304041098,304041100,31098,31100,Enoggera,Keperra,2.865645657101266,0
3111,304041098,304041101,31098,31101,Enoggera,Mitchelton,4.205015383336733,0
3112,304041098,304041103,31098,31103,Enoggera,The Gap,2.578253501566329,0
3113,304041098,305031120,31098,31120,Enoggera,Alderley,2.785484708391368,0
3114,304041098,305041132,31098,31132,Enoggera,Ashgrove,4.544271640302900,0
3115,304041099,304041103,31099,31103,Enoggera Reservoir,The Gap,4.397921879948822,0
3116,304041099,304041104,31099,31104,Enoggera Reservoir,Upper Kedron - Ferny Grove,5.070738612813305,0
3117,304041099,310021279,31099,31279,Enoggera Reservoir,Lake Manchester - England Creek,7.078629270739553,0
3118,304041099,314011387,31099,31387,Enoggera Reservoir,Samford Valley,13.718124767740388,0
3119,304041100,304041101,31100,31101,Keperra,Mitchelton,3.986315406405262,0
3120,304041100,304041103,31100,31103,Keperra,The Gap,0.970795213469250,0
3121,304041100,304041104,31100,31104,Keperra,Upper Kedron - Ferny Grove,3.457965269886008,0
3122,304041100,314011386,31100,31386,Keperra,The Hills District,3.864317029932384,0
3123,304041101,314011386,31101,31386,Mitchelton,The Hills District,1.819057578008913,0
3124,304041102,304041103,31102,31103,Mount Coot-tha,The Gap,5.567932198475568,0
3125,304041102,305041132,31102,31132,Mount Coot-tha,Ashgrove,0.920005911155765,0
3126,304041102,305041134,31102,31134,Mount Coot-tha,Bardon,2.375844269283652,0
3127,304041102,305041137,31102,31137,Mount Coot-tha,Toowong,3.242844907859336,0
3128,304041103,304041104,31103,31104,The Gap,Upper Kedron - Ferny Grove,2.954400129646891,0
3129,304041103,305041132,31103,31132,The Gap,Ashgrove,2.623150472226558,0
3130,304041104,314011386,31104,31386,Upper Kedron - Ferny Grove,The Hills District,6.501787420785405,0
3131,304041104,314011387,31104,31387,Upper Kedron - Ferny Grove,Samford Valley,1.426355234046514,0
3132,305011105,305011106,31105,31106,Brisbane City,Fortitude Valley,0.422278572806571,0
3133,305011105,305011111,31105,31111,Brisbane City,Spring Hill,2.421418486650601,0
3134,305011105,305031126,31105,31126,Brisbane City,Kelvin Grove - Herston,0.029856515941086,0
3135,305011105,305041135,31105,31135,Brisbane City,Paddington - Milton,1.081877921310397,0
3136,305011105,305041136,31105,31136,Brisbane City,Red Hill (Qld),0.436476624460980,0
3137,305011106,305011109,31106,31109,Fortitude Valley,New Farm,1.152582919424326,0
3138,305011106,305011111,31106,31111,Fortitude Valley,Spring Hill,1.538162904520169,0
3139,305011106,305031128,31106,31128,Fortitude Valley,Newstead - Bowen Hills,2.809168387648421,0
3140,305011107,305011110,31107,31110,Highgate Hill,South Brisbane,1.510110131321988,0
3141,305011107,305011112,31107,31112,Highgate Hill,West End,1.417972358472765,0
3142,305011108,305011110,31108,31110,Kangaroo Point,South Brisbane,0.223976812527688,0
3143,305011108,305021115,31108,31115,Kangaroo Point,East Brisbane,0.990634760238745,0
3144,305011109,305031128,31109,31128,New Farm,Newstead - Bowen Hills,1.366075587049102,0
3145,305011110,305011112,31110,31112,South Brisbane,West End,1.238883760825469,0
3146,305011111,305031126,31111,31126,Spring Hill,Kelvin Grove - Herston,1.973525155707619,0
3147,305011111,305031128,31111,31128,Spring Hill,Newstead - Bowen Hills,0.164896558603842,0
3148,305021113,305021114,31113,31114,Balmoral,Bulimba,1.368585129147756,0
3149,305021113,305021116,31113,31116,Balmoral,Hawthorne,0.923185191101161,0
3150,305021113,305021117,31113,31117,Balmoral,Morningside - Seven Hills,3.586359202938371,0
3151,305021114,305021116,31114,31116,Bulimba,Hawthorne,0.944830320853450,0
3152,305021114,305021117,31114,31117,Bulimba,Morningside - Seven Hills,0.528473941606819,0
3153,305021115,305021118,31115,31118,East Brisbane,Norman Park,2.345924041448936,0
3154,305021116,305021117,31116,31117,Hawthorne,Morningside - Seven Hills,1.046157762034957,0
3155,305021116,305021118,31116,31118,Hawthorne,Norman Park,1.210782031808470,0
3156,305021117,305021118,31117,31118,Morningside - Seven Hills,Norman Park,2.982062148573376,0
3157,305031119,305031121,31119,31121,Albion,Ascot,0.608631014922203,0
3158,305031119,305031122,31119,31122,Albion,Clayfield,1.241368106555788,0
3159,305031119,305031124,31119,31124,Albion,Hamilton (Qld),1.390107484621727,0
3160,305031119,305031128,31119,31128,Albion,Newstead - Bowen Hills,1.999298000565547,0
3161,305031119,305031130,31119,31130,Albion,Windsor,1.059520425310411,0
3162,305031119,305031131,31119,31131,Albion,Wooloowin - Lutwyche,1.017741835787304,0
3163,305031120,305031123,31120,31123,Alderley,Grange,1.566937487042307,0
3164,305031120,305031127,31120,31127,Alderley,Newmarket,2.023163822320177,0
3165,305031120,305041132,31120,31132,Alderley,Ashgrove,1.963434487672041,0
3166,305031121,305031122,31121,31122,Ascot,Clayfield,1.660205391265630,0
3167,305031121,305031124,31121,31124,Ascot,Hamilton (Qld),3.719252282899415,0
3168,305031121,305031125,31121,31125,Ascot,Hendra,2.984614444130327,0
3169,305031122,305031125,31122,31125,Clayfield,Hendra,2.076841618241722,0
3170,305031122,305031131,31122,31131,Clayfield,Wooloowin - Lutwyche,2.839653735495575,0
3171,305031123,305031127,31123,31127,Grange,Newmarket,1.122497804045590,0
3172,305031123,305031129,31123,31129,Grange,Wilston,1.329273927333490,0
3173,305031123,305031130,31123,31130,Grange,Windsor,0.446476907268639,0
3174,305031123,305031131,31123,31131,Grange,Wooloowin - Lutwyche,0.231521061951104,0
3175,305031126,305031127,31126,31127,Kelvin Grove - Herston,Newmarket,1.011827126997897,0
3176,305031126,305031128,31126,31128,Kelvin Grove - Herston,Newstead - Bowen Hills,0.820125761186827,0
3177,305031126,305031129,31126,31129,Kelvin Grove - Herston,Wilston,1.346934326844644,0
3178,305031126,305031130,31126,31130,Kelvin Grove - Herston,Windsor,1.078113678809420,0
3179,305031126,305041136,31126,31136,Kelvin Grove - Herston,Red Hill (Qld),2.277472502294295,0
3180,305031127,305031129,31127,31129,Newmarket,Wilston,1.636634932164833,0
3181,305031127,305041132,31127,31132,Newmarket,Ashgrove,2.509425882958127,0
3182,305031127,305041136,31127,31136,Newmarket,Red Hill (Qld),0.252475643018974,0
3183,305031128,305031130,31128,31130,Newstead - Bowen Hills,Windsor,1.959261680859666,0
3184,305031129,305031130,31129,31130,Wilston,Windsor,1.897085054483450,0
3185,305031130,305031131,31130,31131,Windsor,Wooloowin - Lutwyche,1.549398736560362,0
3186,305041132,305041134,31132,31134,Ashgrove,Bardon,4.771405503783202,0
3187,305041132,305041136,31132,31136,Ashgrove,Red Hill (Qld),2.283213159531368,0
3188,305041133,305041134,31133,31134,Auchenflower,Bardon,0.749344767700274,0
3189,305041133,305041135,31133,31135,Auchenflower,Paddington - Milton,1.857296191291241,0
3190,305041133,305041137,31133,31137,Auchenflower,Toowong,2.575127417604184,0
3191,305041134,305041135,31134,31135,Bardon,Paddington - Milton,2.656539009762451,0
3192,305041134,305041136,31134,31136,Bardon,Red Hill (Qld),0.531777021763119,0
3193,305041134,305041137,31134,31137,Bardon,Toowong,2.116197885116526,0
3194,305041135,305041136,31135,31136,Paddington - Milton,Red Hill (Qld),2.781388201944464,0
3195,306011138,306011140,31138,31140,Brinsmead,Freshwater - Stratford,3.689546044166930,0
3196,306011138,306011141,31138,31141,Brinsmead,Redlynch,5.725386452912955,0
3197,306011138,306021149,31138,31149,Brinsmead,Kanimbla - Mooroobool,1.182967226563617,0
3198,306011138,306021156,31138,31156,Brinsmead,Whitfield - Edge Hill,4.030049950370746,0
3199,306011139,306011141,31139,31141,Clifton Beach - Kewarra Beach,Redlynch,2.558227375797912,0
3200,306011139,306011142,31139,31142,Clifton Beach - Kewarra Beach,Trinity Beach - Smithfield,12.070345956071117,0
3201,306011139,306041165,31139,31165,Clifton Beach - Kewarra Beach,Port Douglas,1.780707808398949,0
3202,306011139,306051168,31139,31168,Clifton Beach - Kewarra Beach,Kuranda,19.229061266583496,0
3203,306011140,306011141,31140,31141,Freshwater - Stratford,Redlynch,5.033660095236337,0
3204,306011140,306011143,31140,31143,Freshwater - Stratford,Yorkeys Knob - Machans Beach,5.032272620723704,0
3205,306011140,306021145,31140,31145,Freshwater - Stratford,Cairns City,1.407361952124751,0
3206,306011140,306021156,31140,31156,Freshwater - Stratford,Whitfield - Edge Hill,3.621438011255365,0
3207,306011141,306011142,31141,31142,Redlynch,Trinity Beach - Smithfield,1.346061068315888,0
3208,306011141,306011143,31141,31143,Redlynch,Yorkeys Knob - Machans Beach,5.283894945937742,0
3209,306011141,306021149,31141,31149,Redlynch,Kanimbla - Mooroobool,1.823624885911020,0
3210,306011141,306021150,31141,31150,Redlynch,Lamb Range,17.323696365825192,0
3211,306011141,306051168,31141,31168,Redlynch,Kuranda,15.608106938979983,0
3212,306011142,306011143,31142,31143,Trinity Beach - Smithfield,Yorkeys Knob - Machans Beach,11.256396289220534,0
3213,306021144,306021147,31144,31147,Bentley Park,Edmonton,7.396583788881604,0
3214,306021144,306021150,31144,31150,Bentley Park,Lamb Range,3.510611223979149,0
3215,306021144,306021153,31144,31153,Bentley Park,Mount Sheridan,3.563522698502180,0
3216,306021145,306021152,31145,31152,Cairns City,Manunda,2.783252579830069,0
3217,306021145,306021154,31145,31154,Cairns City,Westcourt - Bungalow,3.591916902009542,0
3218,306021145,306021156,31145,31156,Cairns City,Whitfield - Edge Hill,1.263292102848101,0
3219,306021146,306021149,31146,31149,Earlville - Bayview Heights,Kanimbla - Mooroobool,3.807937124961669,0
3220,306021146,306021150,31146,31150,Earlville - Bayview Heights,Lamb Range,4.878366316587767,0
3221,306021146,306021153,31146,31153,Earlville - Bayview Heights,Mount Sheridan,0.861334874702896,0
3222,306021146,306021154,31146,31154,Earlville - Bayview Heights,Westcourt - Bungalow,0.876517437708671,0
3223,306021146,306021157,31146,31157,Earlville - Bayview Heights,Woree,5.458111956663658,0
3224,306021147,306021148,31147,31148,Edmonton,Gordonvale - Trinity,11.970702276131387,0
3225,306021147,306021150,31147,31150,Edmonton,Lamb Range,5.376423554282068,0
3226,306021147,306021153,31147,31153,Edmonton,Mount Sheridan,0.189949153481674,0
3227,306021147,306021155,31147,31155,Edmonton,White Rock,5.454501145726989,0
3228,306021148,306021150,31148,31150,Gordonvale - Trinity,Lamb Range,49.891035875201467,0
3229,306021148,306021154,31148,31154,Gordonvale - Trinity,Westcourt - Bungalow,3.335945481102110,0
3230,306021148,306021155,31148,31155,Gordonvale - Trinity,White Rock,3.256892062690784,0
3231,306021148,306031158,31148,31158,Gordonvale - Trinity,Babinda,24.494315745766048,0
3232,306021148,306031162,31148,31162,Gordonvale - Trinity,Wooroonooran,21.111179195876172,0
3233,306021148,306031163,31148,31163,Gordonvale - Trinity,Yarrabah,26.561099322579562,0
3234,306021148,306051169,31148,31169,Gordonvale - Trinity,Malanda - Yungaburra,16.085659218070475,0
3235,306021149,306021150,31149,31150,Kanimbla - Mooroobool,Lamb Range,2.156235261741084,0
3236,306021149,306021151,31149,31151,Kanimbla - Mooroobool,Manoora,2.203037807912969,0
3237,306021149,306021152,31149,31152,Kanimbla - Mooroobool,Manunda,1.003959433639076,0
3238,306021149,306021154,31149,31154,Kanimbla - Mooroobool,Westcourt - Bungalow,1.306669494149019,0
3239,306021149,306021156,31149,31156,Kanimbla - Mooroobool,Whitfield - Edge Hill,0.862149524373034,0
3240,306021150,306021153,31150,31153,Lamb Range,Mount Sheridan,4.033223704146465,0
3241,306021150,306051168,31150,31168,Lamb Range,Kuranda,11.754413418170234,0
3242,306021150,306051169,31150,31169,Lamb Range,Malanda - Yungaburra,17.064082411726044,0
3243,306021150,306051170,31150,31170,Lamb Range,Mareeba,15.129442461338744,0
3244,306021151,306021152,31151,31152,Manoora,Manunda,2.607332128005238,0
3245,306021151,306021156,31151,31156,Manoora,Whitfield - Edge Hill,2.088849415330132,0
3246,306021152,306021154,31152,31154,Manunda,Westcourt - Bungalow,2.114118820071340,0
3247,306021152,306021156,31152,31156,Manunda,Whitfield - Edge Hill,1.752735563579679,0
3248,306021153,306021155,31153,31155,Mount Sheridan,White Rock,2.348143529948286,0
3249,306021153,306021157,31153,31157,Mount Sheridan,Woree,1.206342768923994,0
3250,306021154,306021155,31154,31155,Westcourt - Bungalow,White Rock,1.198415478297388,0
3251,306021154,306021157,31154,31157,Westcourt - Bungalow,Woree,3.401263284733547,0
3252,306021155,306021157,31155,31157,White Rock,Woree,4.336266511571759,0
3253,306031158,306031159,31158,31159,Babinda,Innisfail,19.374211987044319,0
3254,306031158,306031160,31158,31160,Babinda,Johnstone,17.502474018017512,0
3255,306031158,306031162,31158,31162,Babinda,Wooroonooran,99.909156677294519,0
3256,306031158,306031163,31158,31163,Babinda,Yarrabah,20.375066021100235,0
3257,306031159,306031160,31159,31160,Innisfail,Johnstone,21.561233494764959,0
3258,306031160,306031161,31160,31161,Johnstone,Tully,87.269821294647471,0
3259,306031160,306031162,31160,31162,Johnstone,Wooroonooran,27.515071067079383,0
3260,306031160,306051167,31160,31167,Johnstone,Herberton,12.053091600103210,0
3261,306031160,306051169,31160,31169,Johnstone,Malanda - Yungaburra,19.011787737655997,0
3262,306031161,306051167,31161,31167,Tully,Herberton,147.377856310038170,0
3263,306031161,318011465,31161,31465,Tully,Ingham Region,85.080182110185874,0
3264,306031162,306051169,31162,31169,Wooroonooran,Malanda - Yungaburra,126.759909350014770,0
3265,306041164,306041165,31164,31165,Daintree,Port Douglas,7.923157861624981,0
3266,306041164,315011396,31164,31396,Daintree,Cape York,123.397958106904550,0
3267,306041164,315011400,31164,31400,Daintree,Tablelands,86.699938803220348,0
3268,306041165,306051168,31165,31168,Port Douglas,Kuranda,26.689489330329643,0
3269,306041165,315011400,31165,31400,Port Douglas,Tablelands,28.897367734502488,0
3270,306051166,306051169,31166,31169,Atherton,Malanda - Yungaburra,40.541490756337133,0
3271,306051166,306051170,31166,31170,Atherton,Mareeba,25.340383439960636,0
3272,306051166,315011400,31166,31400,Atherton,Tablelands,30.773273167229060,0
3273,306051167,306051169,31167,31169,Herberton,Malanda - Yungaburra,75.270050228872378,0
3274,306051167,315011397,31167,31397,Herberton,Croydon - Etheridge,11.462815129464245,0
3275,306051167,315011400,31167,31400,Herberton,Tablelands,173.888077257790090,0
3276,306051167,318011463,31167,31463,Herberton,Dalrymple,229.424438278686270,0
3277,306051167,318011465,31167,31465,Herberton,Ingham Region,10.528962330956473,0
3278,306051168,306051170,31168,31170,Kuranda,Mareeba,25.953117022269538,0
3279,306051168,315011400,31168,31400,Kuranda,Tablelands,38.842385937244586,0
3280,306051169,306051170,31169,31170,Malanda - Yungaburra,Mareeba,22.145546723515952,0
3281,306051169,315011400,31169,31400,Malanda - Yungaburra,Tablelands,5.764364714622881,0
3282,306051170,315011400,31170,31400,Mareeba,Tablelands,42.358639763654551,0
3283,307011171,307011174,31171,31174,Balonne,Inglewood - Waggamba,168.405846895689990,0
3284,307011171,307011177,31171,31177,Balonne,Roma Region,376.059724981206950,0
3285,307011171,307011178,31171,31178,Balonne,Tara,26.987214455300887,0
3286,307011171,315031411,31171,31411,Balonne,Far South West,160.708766876974950,0
3287,307011172,307011175,31172,31175,Chinchilla,Miles - Wandoan,179.283693049596850,0
3288,307011172,307011178,31172,31178,Chinchilla,Tara,60.968188464167447,0
3289,307011172,307021183,31172,31183,Chinchilla,Wambo,86.918175869305358,0
3290,307011172,308041528,31172,31528,Chinchilla,Banana,27.599538691294711,0
3291,307011172,319021503,31172,31503,Chinchilla,Gayndah - Mundubbera,104.012029128115500,0
3292,307011172,319021506,31172,31506,Chinchilla,Kingaroy Region - North,99.756353020385006,0
3293,307011172,319021507,31172,31507,Chinchilla,Kingaroy Region - South,2.529891703716053,0
3294,307011172,319021508,31172,31508,Chinchilla,Monto - Eidsvold,30.376805699884020,0
3295,307011173,307011174,31173,31174,Goondiwindi,Inglewood - Waggamba,126.891776524586180,0
3296,307011174,307011178,31174,31178,Inglewood - Waggamba,Tara,178.461172083561650,0
3297,307011174,307021181,31174,31181,Inglewood - Waggamba,Millmerran,109.898353315196400,0
3298,307011174,307031186,31174,31186,Inglewood - Waggamba,Southern Downs - West,54.431521061809924,0
3299,307011174,307031188,31174,31188,Inglewood - Waggamba,Stanthorpe Region,128.955652900793750,0
3300,307011175,307011177,31175,31177,Miles - Wandoan,Roma Region,294.895780765766120,0
3301,307011175,307011178,31175,31178,Miles - Wandoan,Tara,137.921171918359110,0
3302,307011175,308041528,31175,31528,Miles - Wandoan,Banana,201.302029147575330,0
3303,307011176,307011177,31176,31177,Roma,Roma Region,38.612562258589627,0
3304,307011177,307011178,31177,31178,Roma Region,Tara,96.511093894281856,0
3305,307011177,308011191,31177,31191,Roma Region,Central Highlands - West,170.403260037167630,0
3306,307011177,308041528,31177,31528,Roma Region,Banana,122.338811584325920,0
3307,307011177,315031409,31177,31409,Roma Region,Charleville,481.036121942966130,0
3308,307011177,315031411,31177,31411,Roma Region,Far South West,50.112855930696682,0
